AnnotationSetName	AnnotationSetVersion	AnnotationSetType	AnnotationSetFields	CreationDate	Build	AnnotationSetSize	Info
hg19_UCSC_wgEncodeCshlLongRnaSeqHmncpbCellTotalJunctions	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,level,signif,score2	2018/03/09 07:37:19	hg19	342806	  Number of Instances: AutoScaling ExecutionTime (msec): 336476
hg19_UCSC_wgEncodeCshlLongRnaSeqHuvecCytosolPamJunctions	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,level,signif,score2	2018/03/09 07:49:03	hg19	144344	  Number of Instances: AutoScaling ExecutionTime (msec): 260090
hg19_UCSC_wgEncodeCshlLongRnaSeqNhdfCellTotalJunctions	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,level,signif,score2	2018/03/09 08:16:00	hg19	913632	  Number of Instances: AutoScaling ExecutionTime (msec): 375939
hg19_UCSC_wgEncodeCshlLongRnaSeqNhekCytosolPapContigs	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,level,signif,score2	2018/03/09 08:20:14	hg19	313830	  Number of Instances: AutoScaling ExecutionTime (msec): 330284
hg19_UCSC_wgEncodeCshlLongRnaSeqGm12878CellPapContigs	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,level,signif,score2	2018/03/09 07:01:20	hg19	774803	  Number of Instances: AutoScaling ExecutionTime (msec): 368587
hg19_UCSC_wgEncodeCshlLongRnaSeqMcf7CellPapContigs	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,level,signif,score2	2018/03/09 08:09:44	hg19	1204230	  Number of Instances: AutoScaling ExecutionTime (msec): 330625
hg19_UCSC_wgEncodeCshlShortRnaSeqHmepcCellTapContigs	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,level,signif,score2	2018/03/09 08:52:11	hg19	202496	  Number of Instances: AutoScaling ExecutionTime (msec): 355819
hg19_UCSC_wgEncodeCshlLongRnaSeqH1hescCytosolPapContigs	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,level,signif,score2	2018/03/09 07:11:17	hg19	1252801	  Number of Instances: AutoScaling ExecutionTime (msec): 395337
hg19_UCSC_wgEncodeCshlLongRnaSeqHelas3NucleusPapContigs	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,level,signif,score2	2018/03/09 07:23:42	hg19	877808	  Number of Instances: AutoScaling ExecutionTime (msec): 360113
hg19_UCSC_wgEncodeCshlShortRnaSeqK562NucleoplasmShorttotalTapContigs	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,level,signif,score2	2018/03/09 09:07:06	hg19	758919	  Number of Instances: AutoScaling ExecutionTime (msec): 381889
hg19_UCSC_wgEncodeRikenCageHmepcCellPapTssHmm	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,level,signif,score2	2018/03/09 22:32:36	hg19	54947	  Number of Instances: AutoScaling ExecutionTime (msec): 323600
hg19_UCSC_wgEncodeCshlShortRnaSeqCd34mobilizedCellTapContigs	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,level,signif,score2	2018/03/09 08:39:45	hg19	148572	  Number of Instances: AutoScaling ExecutionTime (msec): 329989
hg19_UCSC_wgEncodeCshlLongRnaSeqHelas3CytosolPamContigsV2	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,level,signif,score2	2018/03/09 07:20:24	hg19	563967	  Number of Instances: AutoScaling ExecutionTime (msec): 342180
hg19_UCSC_wgEncodeCshlLongRnaSeqHmscbmCellTotalContigs	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,level,signif,score2	2018/03/09 07:41:08	hg19	2108977	  Number of Instances: AutoScaling ExecutionTime (msec): 444678
hg19_UCSC_wgEncodeCshlShortRnaSeqMcf7CellCiptapContigs	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,level,signif,score2	2018/03/09 09:08:14	hg19	110576	  Number of Instances: AutoScaling ExecutionTime (msec): 329103
hg19_UCSC_wgEncodeCshlLongRnaSeqK562CellPamJunctions	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,level,signif,score2	2018/03/09 08:00:40	hg19	600368	  Number of Instances: AutoScaling ExecutionTime (msec): 358590
hg19_UCSC_wgEncodeCshlLongRnaSeqImr90CellTotalJunctions	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,level,signif,score2	2018/03/09 07:57:33	hg19	1077349	  Number of Instances: AutoScaling ExecutionTime (msec): 349283
hg19_UCSC_wgEncodeRikenCageNhekNucleusPapTssHmmV3	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,level,signif,score2	2018/03/09 22:49:22	hg19	76361	  Number of Instances: AutoScaling ExecutionTime (msec): 248136
hg19_UCSC_wgEncodeRikenCageK562ChromatinTotalTssHmmV3	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,level,signif,score2	2018/03/09 22:42:29	hg19	724623	  Number of Instances: AutoScaling ExecutionTime (msec): 346185
hg19_UCSC_wgEncodeCshlLongRnaSeqHpiepcCellTotalJunctions	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,level,signif,score2	2018/03/09 07:44:38	hg19	669982	  Number of Instances: AutoScaling ExecutionTime (msec): 385414
hg19_UCSC_wgEncodeCshlLongRnaSeqSknshraCellPapJunctions	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,level,signif,score2	2018/03/09 08:32:37	hg19	850160	  Number of Instances: AutoScaling ExecutionTime (msec): 323276
hg19_UCSC_wgEncodeRikenCageNhekNucleusPamTssHmmV2	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,level,signif,score2	2018/03/09 22:49:59	hg19	329553	  Number of Instances: AutoScaling ExecutionTime (msec): 317261
hg19_UCSC_wgEncodeRikenCageHepg2NucleusPapTssHmm	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,level,signif,score2	2018/03/09 22:30:28	hg19	362798	  Number of Instances: AutoScaling ExecutionTime (msec): 256139
hg19_UCSC_wgEncodeCshlLongRnaSeqH1hescNucleusPapJunctions	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,level,signif,score2	2018/03/09 07:14:41	hg19	519156	  Number of Instances: AutoScaling ExecutionTime (msec): 359427
hg19_UCSC_wgEncodeRikenCageImr90CytosolPapTssHmm	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,level,signif,score2	2018/03/09 22:40:26	hg19	228612	  Number of Instances: AutoScaling ExecutionTime (msec): 314128
hg19_UCSC_wgEncodeCshlLongRnaSeqImr90CellTotalContigs	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,level,signif,score2	2018/03/09 07:58:22	hg19	2028241	  Number of Instances: AutoScaling ExecutionTime (msec): 428673
hg19_UCSC_wgEncodeRikenCageHepg2NucleusPamTssHmmV2	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,level,signif,score2	2018/03/09 22:31:23	hg19	523608	  Number of Instances: AutoScaling ExecutionTime (msec): 341226
hg19_UCSC_wgEncodeCshlLongRnaSeqA549CytosolPapJunctions	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,level,signif,score2	2018/03/09 06:52:27	hg19	1756066	  Number of Instances: AutoScaling ExecutionTime (msec): 406203
hg19_UCSC_wgEncodeCshlShortRnaSeqHfdpcCellTapContigs	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,level,signif,score2	2018/03/09 08:50:59	hg19	28889	  Number of Instances: AutoScaling ExecutionTime (msec): 313209
hg19_UCSC_wgEncodeCshlShortRnaSeqSknshCytosolContigs	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,level,signif,score2	2018/03/09 09:26:13	hg19	37940	  Number of Instances: AutoScaling ExecutionTime (msec): 746601
hg19_UCSC_wgEncodeRikenCageNhemm2CellPapTssHmm	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,level,signif,score2	2018/03/09 22:50:23	hg19	105230	  Number of Instances: AutoScaling ExecutionTime (msec): 251579
hg19_UCSC_wgEncodeCshlShortRnaSeqSknshNucleusContigs	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,level,signif,score2	2018/03/09 09:24:24	hg19	43560	  Number of Instances: AutoScaling ExecutionTime (msec): 548250
hg19_UCSC_wgEncodeCshlLongRnaSeqHwpCellTotalContigs	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,level,signif,score2	2018/03/09 07:56:00	hg19	1785624	  Number of Instances: AutoScaling ExecutionTime (msec): 406032
hg19_UCSC_wgEncodeCshlLongRnaSeqGm12878NucleolusTotalJunctions	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,level,signif,score2	2018/03/09 07:05:16	hg19	1928195	  Number of Instances: AutoScaling ExecutionTime (msec): 395279
hg19_UCSC_wgEncodeCshlLongRnaSeqHmecCellPapContigs	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,level,signif,score2	2018/03/09 07:33:36	hg19	691248	  Number of Instances: AutoScaling ExecutionTime (msec): 384472
hg19_UCSC_wgEncodeCshlLongRnaSeqNhlfCellPapJunctions	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,level,signif,score2	2018/03/09 08:26:46	hg19	633957	  Number of Instances: AutoScaling ExecutionTime (msec): 331610
hg19_UCSC_wgEncodeCshlLongRnaSeqNhekCytosolPamContigsV2	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,level,signif,score2	2018/03/09 08:19:38	hg19	228269	  Number of Instances: AutoScaling ExecutionTime (msec): 354667
hg19_UCSC_wgEncodeCshlLongRnaSeqGm12878CellPamJunctions	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,level,signif,score2	2018/03/09 07:00:47	hg19	485006	  Number of Instances: AutoScaling ExecutionTime (msec): 367198
hg19_UCSC_wgEncodeCshlLongRnaSeqHsavecCellTotalJunctions	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,level,signif,score2	2018/03/09 07:44:50	hg19	739274	  Number of Instances: AutoScaling ExecutionTime (msec): 337358
hg19_UCSC_wgEncodeCshlLongRnaSeqH1hescCellPapContigs	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,level,signif,score2	2018/03/09 07:08:35	hg19	1216627	  Number of Instances: AutoScaling ExecutionTime (msec): 384641
hg19_UCSC_wgEncodeCshlLongRnaSeqHpcplCellTotalJunctions	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,level,signif,score2	2018/03/09 07:43:14	hg19	718620	  Number of Instances: AutoScaling ExecutionTime (msec): 360267
hg19_UCSC_wgEncodeRikenCageGm12878CellPapTssHmm	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,level,signif,score2	2018/03/09 22:18:38	hg19	264387	  Number of Instances: AutoScaling ExecutionTime (msec): 266633
hg19_UCSC_wgEncodeCshlLongRnaSeqNhekCellPamContigsV2	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,level,signif,score2	2018/03/09 08:16:21	hg19	738900	  Number of Instances: AutoScaling ExecutionTime (msec): 338803
hg19_UCSC_wgEncodeCshlLongRnaSeqBjCellPapContigs	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,level,signif,score2	2018/03/09 06:56:08	hg19	634652	  Number of Instances: AutoScaling ExecutionTime (msec): 355952
hg19_UCSC_wgEncodeCshlLongRnaSeqHuvecCellPapContigs	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,level,signif,score2	2018/03/09 07:48:41	hg19	948077	  Number of Instances: AutoScaling ExecutionTime (msec): 358613
hg19_UCSC_wgEncodeCshlLongRnaSeqHvmfCellTotalContigs	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,level,signif,score2	2018/03/09 07:55:39	hg19	2193139	  Number of Instances: AutoScaling ExecutionTime (msec): 446498
hg19_UCSC_wgEncodeCshlLongRnaSeqNhekCellPapJunctions	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,level,signif,score2	2018/03/09 08:18:06	hg19	413645	  Number of Instances: AutoScaling ExecutionTime (msec): 322723
hg19_UCSC_wgEncodeRikenCageImr90CellPapTssHmm	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,level,signif,score2	2018/03/09 22:39:52	hg19	229934	  Number of Instances: AutoScaling ExecutionTime (msec): 309140
hg19_UCSC_wgEncodeRikenCageK562CytosolPamTssHmmV2	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,level,signif,score2	2018/03/09 22:42:29	hg19	209654	  Number of Instances: AutoScaling ExecutionTime (msec): 315923
hg19_UCSC_wgEncodeCshlLongRnaSeqSkmcCellTotalContigs	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,level,signif,score2	2018/03/09 08:28:09	hg19	1990804	  Number of Instances: AutoScaling ExecutionTime (msec): 384368
hg19_UCSC_wgEncodeCshlShortRnaSeqMonocd14CellTapContigs	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,level,signif,score2	2018/03/09 09:12:06	hg19	43038	  Number of Instances: AutoScaling ExecutionTime (msec): 320322
hg19_UCSC_wgEncodeCshlShortRnaSeqSknshNucleusCiptapContigs	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,level,signif,score2	2018/03/09 09:24:27	hg19	85516	  Number of Instances: AutoScaling ExecutionTime (msec): 580922
hg19_UCSC_wgEncodeRikenCageHelas3NucleusPapTssHmm	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,level,signif,score2	2018/03/09 22:27:30	hg19	197674	  Number of Instances: AutoScaling ExecutionTime (msec): 258363
hg19_UCSC_wgEncodeCshlLongRnaSeqHelas3NucleusPamJunctions	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,level,signif,score2	2018/03/09 07:22:39	hg19	433536	  Number of Instances: AutoScaling ExecutionTime (msec): 328557
hg19_UCSC_wgEncodeCshlLongRnaSeqK562CellPamContigs	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,level,signif,score2	2018/03/09 08:00:29	hg19	796800	  Number of Instances: AutoScaling ExecutionTime (msec): 376616
hg19_UCSC_wgEncodeCshlLongRnaSeqHmscatCellTotalContigs	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,level,signif,score2	2018/03/09 07:39:05	hg19	1707998	  Number of Instances: AutoScaling ExecutionTime (msec): 381847
hg19_UCSC_wgEncodeCshlShortRnaSeqA549CytosolTapContigs	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,level,signif,score2	2018/03/09 08:35:53	hg19	30145	  Number of Instances: AutoScaling ExecutionTime (msec): 308259
hg19_UCSC_wgEncodeCshlShortRnaSeqMcf7CytosolTapContigs	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,level,signif,score2	2018/03/09 09:11:13	hg19	33474	  Number of Instances: AutoScaling ExecutionTime (msec): 357593
hg19_UCSC_wgEncodeCshlShortRnaSeqHpcplCellTapContigs	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,level,signif,score2	2018/03/09 08:54:19	hg19	105893	  Number of Instances: AutoScaling ExecutionTime (msec): 334620
hg19_UCSC_wgEncodeCshlLongRnaSeqHmncpbCellTotalJunctionsV2	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,level,signif,score2	2018/03/09 07:38:06	hg19	864310	  Number of Instances: AutoScaling ExecutionTime (msec): 353264
hg19_UCSC_wgEncodeCshlLongRnaSeqGm12878CytosolPamContigs	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,level,signif,score2	2018/03/09 07:01:51	hg19	314042	  Number of Instances: AutoScaling ExecutionTime (msec): 340298
hg19_UCSC_wgEncodeCshlLongRnaSeqCd20CellPamContigs	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,level,signif,score2	2018/03/09 06:57:03	hg19	988690	  Number of Instances: AutoScaling ExecutionTime (msec): 351775
hg19_UCSC_wgEncodeCshlShortRnaSeqImr90CytosolCiptapContigs	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,level,signif,score2	2018/03/09 08:59:04	hg19	29656	  Number of Instances: AutoScaling ExecutionTime (msec): 348784
hg19_UCSC_wgEncodeCshlLongRnaSeqHepg2CytosolPamContigs	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,level,signif,score2	2018/03/09 07:26:29	hg19	295035	  Number of Instances: AutoScaling ExecutionTime (msec): 346408
hg19_UCSC_wgEncodeCshlLongRnaSeqSknshNucleusPapContigs	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,level,signif,score2	2018/03/09 08:32:08	hg19	2052008	  Number of Instances: AutoScaling ExecutionTime (msec): 444273
hg19_UCSC_wgEncodeCshlLongRnaSeqHobCellTotalJunctions	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,level,signif,score2	2018/03/09 07:42:43	hg19	926273	  Number of Instances: AutoScaling ExecutionTime (msec): 390138
hg19_UCSC_wgEncodeCshlShortRnaSeqNhemm2CellTapContigs	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,level,signif,score2	2018/03/09 09:16:11	hg19	86227	  Number of Instances: AutoScaling ExecutionTime (msec): 357191
hg19_UCSC_wgEncodeCshlLongRnaSeqSknshCytosolPapContigs	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,level,signif,score2	2018/03/09 08:30:41	hg19	884889	  Number of Instances: AutoScaling ExecutionTime (msec): 417284
hg19_UCSC_wgEncodeCshlLongRnaSeqHelas3CellPapJunctions	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,level,signif,score2	2018/03/09 07:19:32	hg19	711591	  Number of Instances: AutoScaling ExecutionTime (msec): 351621
hg19_UCSC_wgEncodeCshlLongRnaSeqH1hescCellPamJunctions	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,level,signif,score2	2018/03/09 07:07:40	hg19	509316	  Number of Instances: AutoScaling ExecutionTime (msec): 359331
hg19_UCSC_wgEncodeCshlShortRnaSeqSkmcCellTapContigs	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,level,signif,score2	2018/03/09 09:19:26	hg19	64681	  Number of Instances: AutoScaling ExecutionTime (msec): 491562
hg19_UCSC_wgEncodeCshlShortRnaSeqH1hescNucleusShorttotalTapContigsV2	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,level,signif,score2	2018/03/09 08:44:13	hg19	117307	  Number of Instances: AutoScaling ExecutionTime (msec): 297413
hg19_UCSC_wgEncodeCshlShortRnaSeqNhemfm2CellTapContigs	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,level,signif,score2	2018/03/09 09:15:12	hg19	115765	  Number of Instances: AutoScaling ExecutionTime (msec): 327001
hg19_UCSC_wgEncodeCshlLongRnaSeqSknshCellPapJunctions	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,level,signif,score2	2018/03/09 08:29:36	hg19	1025010	  Number of Instances: AutoScaling ExecutionTime (msec): 383415
hg19_UCSC_wgEncodeCshlLongRnaSeqMonocd14CellPamJunctions	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,level,signif,score2	2018/03/09 08:13:49	hg19	548366	  Number of Instances: AutoScaling ExecutionTime (msec): 364951
hg19_UCSC_wgEncodeCshlLongRnaSeqHepg2CellPapJunctions	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,level,signif,score2	2018/03/09 07:26:35	hg19	599570	  Number of Instances: AutoScaling ExecutionTime (msec): 382991
hg19_UCSC_wgEncodeCshlLongRnaSeqHuvecNucleusPapJunctions	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,level,signif,score2	2018/03/09 07:54:43	hg19	884655	  Number of Instances: AutoScaling ExecutionTime (msec): 420207
hg19_UCSC_wgEncodeCshlLongRnaSeqH1hescCytosolPapContigsV2	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,level,signif,score2	2018/03/09 07:11:09	hg19	1252800	  Number of Instances: AutoScaling ExecutionTime (msec): 358646
hg19_UCSC_wgEncodeCshlLongRnaSeqAg04450CellPapContigs	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,level,signif,score2	2018/03/09 06:54:03	hg19	759463	  Number of Instances: AutoScaling ExecutionTime (msec): 352801
hg19_UCSC_wgEncodeRikenCageH1hescCellPapTssHmm	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,level,signif,score2	2018/03/09 22:23:07	hg19	216441	  Number of Instances: AutoScaling ExecutionTime (msec): 324264
hg19_UCSC_wgEncodeCshlLongRnaSeqMonocd14CellPapJunctions	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,level,signif,score2	2018/03/09 08:15:29	hg19	738062	  Number of Instances: AutoScaling ExecutionTime (msec): 405396
hg19_UCSC_wgEncodeCshlLongRnaSeqSknshraCellPamJunctions	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,level,signif,score2	2018/03/09 08:32:14	hg19	362232	  Number of Instances: AutoScaling ExecutionTime (msec): 360228
hg19_UCSC_wgEncodeRikenCageGm12878NucleolusTotalTssHmmV2	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,level,signif,score2	2018/03/09 22:21:29	hg19	384020	  Number of Instances: AutoScaling ExecutionTime (msec): 347677
hg19_UCSC_wgEncodeCshlLongRnaSeqHmepcCellTotalContigs	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,level,signif,score2	2018/03/09 07:36:03	hg19	3409834	  Number of Instances: AutoScaling ExecutionTime (msec): 441964
hg19_UCSC_wgEncodeCshlLongRnaSeqHmecCellPapJunctions	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,level,signif,score2	2018/03/09 07:34:07	hg19	456674	  Number of Instances: AutoScaling ExecutionTime (msec): 354101
hg19_UCSC_wgEncodeRikenCageHuvecCytosolPamTssHmmV2	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,level,signif,score2	2018/03/09 22:37:10	hg19	349798	  Number of Instances: AutoScaling ExecutionTime (msec): 328835
hg19_UCSC_wgEncodeCshlLongRnaSeqHelas3CellPamContigs	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,level,signif,score2	2018/03/09 07:18:17	hg19	776308	  Number of Instances: AutoScaling ExecutionTime (msec): 366073
hg19_UCSC_wgEncodeCshlLongRnaSeqMonocd14CellPapContigs	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,level,signif,score2	2018/03/09 08:13:47	hg19	662698	  Number of Instances: AutoScaling ExecutionTime (msec): 333760
hg19_UCSC_wgEncodeCshlLongRnaSeqHuvecCytosolPapContigs	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,level,signif,score2	2018/03/09 07:51:09	hg19	532733	  Number of Instances: AutoScaling ExecutionTime (msec): 357724
hg19_UCSC_wgEncodeCshlShortRnaSeqA549CellTapContigsV2	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,level,signif,score2	2018/03/09 08:34:13	hg19	32462	  Number of Instances: AutoScaling ExecutionTime (msec): 299217
hg19_UCSC_wgEncodeRikenCageSknshCellPapTssHmm	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,level,signif,score2	2018/03/09 22:52:27	hg19	308176	  Number of Instances: AutoScaling ExecutionTime (msec): 315749
hg19_UCSC_wgEncodeRikenCageImr90NucleusPapTssHmm	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,level,signif,score2	2018/03/09 22:41:03	hg19	336587	  Number of Instances: AutoScaling ExecutionTime (msec): 322498
hg19_UCSC_wgEncodeCshlLongRnaSeqImr90CytosolPapContigs	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,level,signif,score2	2018/03/09 07:57:56	hg19	458221	  Number of Instances: AutoScaling ExecutionTime (msec): 342505
hg19_UCSC_wgEncodeRikenCageHelas3NucleolusTotalTssHmmV2	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,level,signif,score2	2018/03/09 22:27:21	hg19	43086	  Number of Instances: AutoScaling ExecutionTime (msec): 309804
hg19_UCSC_wgEncodeCshlShortRnaSeqNhekNucleusShorttotalTapContigs	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,level,signif,score2	2018/03/09 09:15:17	hg19	13206	  Number of Instances: AutoScaling ExecutionTime (msec): 391278
hg19_UCSC_wgEncodeCshlShortRnaSeqHepg2CellShorttotalTapContigs	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,level,signif,score2	2018/03/09 08:49:39	hg19	16995	  Number of Instances: AutoScaling ExecutionTime (msec): 324510
hg19_UCSC_wgEncodeCshlShortRnaSeqK562CellShorttotalTapContigs	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,level,signif,score2	2018/03/09 09:02:18	hg19	19531	  Number of Instances: AutoScaling ExecutionTime (msec): 332448
hg19_UCSC_wgEncodeCshlShortRnaSeqImr90CellContigs	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,level,signif,score2	2018/03/09 08:57:16	hg19	34538	  Number of Instances: AutoScaling ExecutionTime (msec): 300962
hg19_UCSC_wgEncodeCshlLongRnaSeqMcf7NucleusPapContigs	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,level,signif,score2	2018/03/09 08:12:34	hg19	2297052	  Number of Instances: AutoScaling ExecutionTime (msec): 380080
hg19_UCSC_wgEncodeCshlLongRnaSeqHfdpcCellTotalJunctions	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,level,signif,score2	2018/03/09 07:32:04	hg19	760645	  Number of Instances: AutoScaling ExecutionTime (msec): 411112
hg19_UCSC_wgEncodeCshlLongRnaSeqHmecCellPamContigsV2	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,level,signif,score2	2018/03/09 07:32:21	hg19	406092	  Number of Instances: AutoScaling ExecutionTime (msec): 369325
hg19_UCSC_wgEncodeCshlLongRnaSeqAg04450CellPapJunctions	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,level,signif,score2	2018/03/09 06:54:14	hg19	665016	  Number of Instances: AutoScaling ExecutionTime (msec): 332842
hg19_UCSC_wgEncodeCshlLongRnaSeqNhlfCellPamContigs	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,level,signif,score2	2018/03/09 08:25:17	hg19	218302	  Number of Instances: AutoScaling ExecutionTime (msec): 332498
hg19_UCSC_wgEncodeRikenCageHpiepcCellPapTssHmm	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,level,signif,score2	2018/03/09 22:35:27	hg19	21878	  Number of Instances: AutoScaling ExecutionTime (msec): 315372
hg19_UCSC_wgEncodeCshlLongRnaSeqMcf7CytosolPapContigs	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,level,signif,score2	2018/03/09 08:11:33	hg19	908994	  Number of Instances: AutoScaling ExecutionTime (msec): 379331
hg19_UCSC_wgEncodeRikenCageK562NucleolusTotalTssHmmV3	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,level,signif,score2	2018/03/09 22:44:00	hg19	712842	  Number of Instances: AutoScaling ExecutionTime (msec): 347459
hg19_UCSC_wgEncodeRikenCageHuvecCellPapTssHmm	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,level,signif,score2	2018/03/09 22:36:36	hg19	263427	  Number of Instances: AutoScaling ExecutionTime (msec): 324424
hg19_UCSC_wgEncodeCshlLongRnaSeqNhemm2CellTotalContigs	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,level,signif,score2	2018/03/09 08:25:50	hg19	2034168	  Number of Instances: AutoScaling ExecutionTime (msec): 426078
